text,label,source,dataset_type
"Went long on this $COG, will see 70's again me thinks",positive,FinancialPhraseBank,gold_standard
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,neutral,FinancialPhraseBank,gold_standard
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral,FinancialPhraseBank,gold_standard
"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila .",neutral,FinancialPhraseBank,gold_standard
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,neutral,FinancialPhraseBank,gold_standard
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",neutral,FinancialPhraseBank,gold_standard
The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,positive,FinancialPhraseBank,gold_standard
"Finnish holding company Panostaja Oyj said on June 12 , 2007 it has signed a letter of intent to acquire local Lahden Lampokasittely Oy and Heatmasters Oy , active in the heat treatment of metals , for a total 3.1 mln euro ( $ 4.1 mln ) .",neutral,FinancialPhraseBank,gold_standard
CompaniesDiageo stays neutral on India boardroom turmoil,neutral,FinancialPhraseBank,gold_standard
GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,positive,FinancialPhraseBank,gold_standard
The company will be part of Teleste 's Video and Broadband Solutions business area .,neutral,FinancialPhraseBank,gold_standard
"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",neutral,FinancialPhraseBank,gold_standard
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",positive,FinancialPhraseBank,gold_standard
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",neutral,FinancialPhraseBank,gold_standard
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",neutral,FinancialPhraseBank,gold_standard
Finnish consumers prefer to buy the cheapest beer brand .,neutral,FinancialPhraseBank,gold_standard
"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added .",neutral,FinancialPhraseBank,gold_standard
"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson .",positive,FinancialPhraseBank,gold_standard
"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .",neutral,FinancialPhraseBank,gold_standard
"$SSYS just re-tested lows . Should rise steadily from here. It hit $81 just 21 trading days ago, and $130.86 on Sept 18. It'll do it again.",positive,FinancialPhraseBank,gold_standard
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",negative,FinancialPhraseBank,gold_standard
"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",neutral,FinancialPhraseBank,gold_standard
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",negative,FinancialPhraseBank,gold_standard
"Net sales will , however , increase from 2005 .",positive,FinancialPhraseBank,gold_standard
"One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network .",neutral,FinancialPhraseBank,gold_standard
"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .",neutral,FinancialPhraseBank,gold_standard
"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",negative,FinancialPhraseBank,gold_standard
"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .",positive,FinancialPhraseBank,gold_standard
"Citigroup , Inc NYSE : C , Deutsche Bank NYSE : DB and Pohjola Bank are lead managers for the sale .",neutral,FinancialPhraseBank,gold_standard
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",positive,FinancialPhraseBank,gold_standard
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",neutral,FinancialPhraseBank,gold_standard
"Following the issue , the number of shares in the Swedish company will grow by 9 % .",neutral,FinancialPhraseBank,gold_standard
Its market share is 6 percent according to AC Nielsen 's 2008 data .,neutral,FinancialPhraseBank,gold_standard
NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,negative,FinancialPhraseBank,gold_standard
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",positive,FinancialPhraseBank,gold_standard
No financial details were disclosed .,neutral,FinancialPhraseBank,gold_standard
"Profit per share was EUR 1.03 , up from EUR 0.87 .",positive,FinancialPhraseBank,gold_standard
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",neutral,FinancialPhraseBank,gold_standard
"The joint venture will invest about EUR 500,000 in production technology straight away .",neutral,FinancialPhraseBank,gold_standard
"Juhani J+ñrvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented .",neutral,FinancialPhraseBank,gold_standard
Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,neutral,FinancialPhraseBank,gold_standard
Valeant Names Interim Leader as CEO Remains Hospitalized,neutral,FinancialPhraseBank,gold_standard
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",negative,FinancialPhraseBank,gold_standard
EBIT margin was up from 1.4 % to 5.1 % .,positive,FinancialPhraseBank,gold_standard
In 2007 Etteplan reported a turnover of EUR125 .2 m.,neutral,FinancialPhraseBank,gold_standard
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",positive,FinancialPhraseBank,gold_standard
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",neutral,FinancialPhraseBank,gold_standard
$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,positive,FinancialPhraseBank,gold_standard
The company had hoped the new plant would be on stream by the end of 2008 .,neutral,FinancialPhraseBank,gold_standard
"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",neutral,FinancialPhraseBank,gold_standard
"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",positive,FinancialPhraseBank,gold_standard
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,neutral,FinancialPhraseBank,gold_standard
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive,FinancialPhraseBank,gold_standard
HSBC Hit by Fresh Details of Tax Evasion Claims,negative,FinancialPhraseBank,gold_standard
$IBIO  up 10% in premarket ready for lift off,positive,FinancialPhraseBank,gold_standard
"DnB Nord of Norway is the `` most likely Nordic buyer '' for Citadele , while Nordea would be a `` good strategic fit '' , according to the document published by Pietiek .",neutral,FinancialPhraseBank,gold_standard
"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",neutral,FinancialPhraseBank,gold_standard
$FB i guess they want it down look at the those sell orders,negative,FinancialPhraseBank,gold_standard
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",neutral,FinancialPhraseBank,gold_standard
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",neutral,FinancialPhraseBank,gold_standard
"They are responsible for their own operations , customer relationships , and the development of these .",neutral,FinancialPhraseBank,gold_standard
"$QCOR Just added 3,000 shares @28.",positive,FinancialPhraseBank,gold_standard
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",neutral,FinancialPhraseBank,gold_standard
"The contract includes software licences , application maintenance and training .",neutral,FinancialPhraseBank,gold_standard
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",neutral,FinancialPhraseBank,gold_standard
"The devices would be launched in the Chinese market in late 2006 , the company said .",neutral,FinancialPhraseBank,gold_standard
The net sales of the Power Plants business were EUR 710.3 million in 2005 .,neutral,FinancialPhraseBank,gold_standard
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,neutral,FinancialPhraseBank,gold_standard
$AMZN new HOD with conviction keeping $570 on watch for Resistance.,positive,FinancialPhraseBank,gold_standard
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",neutral,FinancialPhraseBank,gold_standard
"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .",neutral,FinancialPhraseBank,gold_standard
"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",positive,FinancialPhraseBank,gold_standard
"During the past 10 years the factory has produced many of Nokia 's most popular models including the Nokia 2760 , the Nokia 6300 as well as Nokia 's latest music device the Nokia 5800 Express Music .",neutral,FinancialPhraseBank,gold_standard
"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .",positive,FinancialPhraseBank,gold_standard
The rebuilds are designed to improve the machines ' performance and product quality .,positive,FinancialPhraseBank,gold_standard
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",neutral,FinancialPhraseBank,gold_standard
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",neutral,FinancialPhraseBank,gold_standard
"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .",neutral,FinancialPhraseBank,gold_standard
The orders are part of a long-term development plan of Latvijas Finieris .,neutral,FinancialPhraseBank,gold_standard
Goodwin not to face Scottish prosecution over RBS,positive,FinancialPhraseBank,gold_standard
Reported operating margin was a negative 5.9 % .,neutral,FinancialPhraseBank,gold_standard
Mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle .,neutral,FinancialPhraseBank,gold_standard
TeliaSonera TLSN said the offer is in line with its strategy to increase its ownership in core business holdings and would strengthen Eesti Telekom 's offering to its customers .,positive,FinancialPhraseBank,gold_standard
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral,FinancialPhraseBank,gold_standard
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,neutral,FinancialPhraseBank,gold_standard
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",negative,FinancialPhraseBank,gold_standard
"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .",positive,FinancialPhraseBank,gold_standard
A huge issue for us is the button placement .,neutral,FinancialPhraseBank,gold_standard
"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",positive,FinancialPhraseBank,gold_standard
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",neutral,FinancialPhraseBank,gold_standard
"Notable gainers among liquid option names this morning include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%),",positive,FinancialPhraseBank,gold_standard
Locked in some $FB puts for nice gain,negative,FinancialPhraseBank,gold_standard
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",neutral,FinancialPhraseBank,gold_standard
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",neutral,FinancialPhraseBank,gold_standard
"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 .",neutral,FinancialPhraseBank,gold_standard
The profit after taxes was EUR 57.7 11.1 million .,neutral,FinancialPhraseBank,gold_standard
Passenger volumes rose by 8.4 % in the accounting period .,positive,FinancialPhraseBank,gold_standard
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",neutral,FinancialPhraseBank,gold_standard
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,negative,FinancialPhraseBank,gold_standard
"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .",neutral,FinancialPhraseBank,gold_standard
$FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.,positive,FinancialPhraseBank,gold_standard
"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",neutral,FinancialPhraseBank,gold_standard
"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .",neutral,FinancialPhraseBank,gold_standard
Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,negative,FinancialPhraseBank,gold_standard
An appeal concerning the project has been lodged at the Czech Ministry of the Environment .,neutral,FinancialPhraseBank,gold_standard
energy still failing to close above the 10D MA.  continues to stand out weak $XLE,negative,FinancialPhraseBank,gold_standard
"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",negative,FinancialPhraseBank,gold_standard
$aapl.  Test the high today and probably go beyond after hours...,positive,FinancialPhraseBank,gold_standard
The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,positive,FinancialPhraseBank,gold_standard
$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,negative,FinancialPhraseBank,gold_standard
"$KGC http://stks.co/3Qta Oversold, falling wedge and positive divergence place it on the launch pad; looking for a bounce.",positive,FinancialPhraseBank,gold_standard
"Finnish publisher Alma Media ( HEL : ALN1V ) said Wednesday it has decided to further extend its EUR1 .85 ( USD2 .75 ) apiece mandatory tender offer for media group Talentum ( HEL : TTM1V ) , which started on 19 August , until 16 November .",neutral,FinancialPhraseBank,gold_standard
"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",neutral,FinancialPhraseBank,gold_standard
$ROST Ross Stores Upgraded to Outperform at RBC Capital Markets http://stks.co/j0Q9t,positive,FinancialPhraseBank,gold_standard
AB InBev approaches SABMiller to explore $250bn tie-up,positive,FinancialPhraseBank,gold_standard
"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",neutral,FinancialPhraseBank,gold_standard
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",neutral,FinancialPhraseBank,gold_standard
The number of customers is one of the most important parameters in determining the price of electricity networks .,neutral,FinancialPhraseBank,gold_standard
"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",neutral,FinancialPhraseBank,gold_standard
"$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us",neutral,FinancialPhraseBank,gold_standard
"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",negative,FinancialPhraseBank,gold_standard
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,positive,FinancialPhraseBank,gold_standard
Sales of mid-strength beer decreased by 40 % .,negative,FinancialPhraseBank,gold_standard
F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .,neutral,FinancialPhraseBank,gold_standard
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",neutral,FinancialPhraseBank,gold_standard
"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .",positive,FinancialPhraseBank,gold_standard
"Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .",positive,FinancialPhraseBank,gold_standard
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,neutral,FinancialPhraseBank,gold_standard
Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .,positive,FinancialPhraseBank,gold_standard
"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",positive,FinancialPhraseBank,gold_standard
"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .",positive,FinancialPhraseBank,gold_standard
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,neutral,FinancialPhraseBank,gold_standard
"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",positive,FinancialPhraseBank,gold_standard
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",negative,FinancialPhraseBank,gold_standard
facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .,neutral,FinancialPhraseBank,gold_standard
Bunzl Lifts Dividend Again As Acquisitions Continue To Boost Profits,positive,FinancialPhraseBank,gold_standard
"Operating profit surged to EUR21m from EUR106 ,000 .",positive,FinancialPhraseBank,gold_standard
Nordea 's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011 .,neutral,FinancialPhraseBank,gold_standard
"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",negative,FinancialPhraseBank,gold_standard
$ASTX Daily technical indicators are bullish. Breakout watch over 4.58  http://stks.co/eOvw,positive,FinancialPhraseBank,gold_standard
The contract has been allotted as per lowest price criteria .,neutral,FinancialPhraseBank,gold_standard
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,neutral,FinancialPhraseBank,gold_standard
"Sales are expected to increase in the end of the year 2006 , however .",positive,FinancialPhraseBank,gold_standard
"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",neutral,FinancialPhraseBank,gold_standard
The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,negative,FinancialPhraseBank,gold_standard
The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,positive,FinancialPhraseBank,gold_standard
"Operating profit decreased to nearly EUR 1.7 mn , however .",neutral,FinancialPhraseBank,gold_standard
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,positive,FinancialPhraseBank,gold_standard
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",negative,FinancialPhraseBank,gold_standard
$brcm raises revenue forecast,positive,FinancialPhraseBank,gold_standard
( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),neutral,FinancialPhraseBank,gold_standard
"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",positive,FinancialPhraseBank,gold_standard
Net sales surged by 30 % to EUR 36 million .,positive,FinancialPhraseBank,gold_standard
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",neutral,FinancialPhraseBank,gold_standard
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",neutral,FinancialPhraseBank,gold_standard
"The value of the order is EUR 700,000 .",neutral,FinancialPhraseBank,gold_standard
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",neutral,FinancialPhraseBank,gold_standard
"The order includes a new Crecent former , headbox , and reel .",neutral,FinancialPhraseBank,gold_standard
The combined value of the planned investments is about EUR 30mn .,neutral,FinancialPhraseBank,gold_standard
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,neutral,FinancialPhraseBank,gold_standard
"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",neutral,FinancialPhraseBank,gold_standard
"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",positive,FinancialPhraseBank,gold_standard
Ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated $ 4 billion in the U.S. and $ 8 billion globally .,neutral,FinancialPhraseBank,gold_standard
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",neutral,FinancialPhraseBank,gold_standard
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",negative,FinancialPhraseBank,gold_standard
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,neutral,FinancialPhraseBank,gold_standard
Kingfisher share price slides on cost to implement new strategy,negative,FinancialPhraseBank,gold_standard
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative,FinancialPhraseBank,gold_standard
"8,600 m , and at the time of investment it is fully leased to several tenants .",neutral,FinancialPhraseBank,gold_standard
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",neutral,FinancialPhraseBank,gold_standard
$CSX another strong rail today after breaking intraday resistance at 1$9.80 https://t.co/eA4FBVuqGP,positive,FinancialPhraseBank,gold_standard
"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces .",neutral,FinancialPhraseBank,gold_standard
"In addition to Russia , we now seek additional growth in Ukraine .",positive,FinancialPhraseBank,gold_standard
The aim is to increase sales by at least one fifth in 2006 .,positive,FinancialPhraseBank,gold_standard
"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .",neutral,FinancialPhraseBank,gold_standard
"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",neutral,FinancialPhraseBank,gold_standard
The number of bodily injury cases quadrupled in 2000-2006 .,neutral,FinancialPhraseBank,gold_standard
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",neutral,FinancialPhraseBank,gold_standard
The acquisition price was not disclosed .,neutral,FinancialPhraseBank,gold_standard
Scanfil has also issued a profit warning .,neutral,FinancialPhraseBank,gold_standard
The acquisition is part of Ramirent 's Central and Eastern European growth strategy .,neutral,FinancialPhraseBank,gold_standard
"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",negative,FinancialPhraseBank,gold_standard
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",neutral,FinancialPhraseBank,gold_standard
"The company intends to launch housing development at the acquired land plots and to construct 50,000-60 ,000 square metres of housing per annum by 2011 .",neutral,FinancialPhraseBank,gold_standard
"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .",neutral,FinancialPhraseBank,gold_standard
AB InBev ups offer for SABMiller as deadline looms,positive,FinancialPhraseBank,gold_standard
"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",negative,FinancialPhraseBank,gold_standard
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,neutral,FinancialPhraseBank,gold_standard
"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",neutral,FinancialPhraseBank,gold_standard
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,positive,FinancialPhraseBank,gold_standard
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,negative,FinancialPhraseBank,gold_standard
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",neutral,FinancialPhraseBank,gold_standard
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",neutral,FinancialPhraseBank,gold_standard
"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",positive,FinancialPhraseBank,gold_standard
"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .",positive,FinancialPhraseBank,gold_standard
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",neutral,FinancialPhraseBank,gold_standard
"Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .",neutral,FinancialPhraseBank,gold_standard
"L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",neutral,FinancialPhraseBank,gold_standard
$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,negative,FinancialPhraseBank,gold_standard
Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .,neutral,FinancialPhraseBank,gold_standard
"Z. Bavelloni 's long-standing MD , Dino Bavelloni , has retired at the end of 2005 .",neutral,FinancialPhraseBank,gold_standard
The sellers were EOSS Innovationsmanagement and a group of private individuals .,neutral,FinancialPhraseBank,gold_standard
"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",positive,FinancialPhraseBank,gold_standard
"As a result , the company has decided it will implement fixed-term temporary lay-offs .",negative,FinancialPhraseBank,gold_standard
`` Those uncertainties cloud the long-term outlook . '',negative,FinancialPhraseBank,gold_standard
Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,neutral,FinancialPhraseBank,gold_standard
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",negative,FinancialPhraseBank,gold_standard
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,neutral,FinancialPhraseBank,gold_standard
Aktia forecasts Finland 's inflation at 1.1 % in 2010 .,neutral,FinancialPhraseBank,gold_standard
KONE is listed on the Nordic Exchange in Helsinki .,neutral,FinancialPhraseBank,gold_standard
Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 .,neutral,FinancialPhraseBank,gold_standard
